0.452633	-0.687099
0.652063	-0.733727
0.732743	-0.727431
0.576775	-0.742641
0.577804	-0.819602
0.693741	-0.545286
0.757996	-0.652335
0.553407	-0.548514
0.58663	-0.65171
0.669415	-0.795552
0.514463	-0.898109
0.552084	-0.747221
0.618228	-0.863313
0.714427	-0.812988
0.648586	-0.609132
1.90855	-0.056805
1.98764	-0.112072
1.95052	0.254328
2.14695	-0.180705
2.11743	-0.0921794
1.9554	-0.0973258
1.9353	-0.169629
1.84569	-0.170267
1.94347	-0.352514
1.94014	-0.345521
1.83731	-0.266832
1.90718	-0.404551
1.81905	-0.495661
1.83634	-0.530052
1.92111	-0.579026
1.9854	-0.631586
1.94577	-0.689718
1.96607	-0.709986
1.87628	-0.72332
1.92741	-0.787455
1.8775	-0.767182
1.4348	-0.463466
1.54092	-0.604345
1.37779	-0.711569
1.2585	-0.799713
1.21596	-0.786822
1.41018	-0.931627
1.38354	-0.979662
1.13344	-0.777198
1.24911	-0.765036
1.17445	-0.572487
1.0427	-0.396716
0.789807	-0.186651
0.513904	-0.52115
0.753313	-0.721968
0.551285	-0.544624
0.0393328	-0.243293
-0.0909449	-0.177131
-0.0487111	-0.177512
0.116708	-0.223292
0.199994	-0.240819
0.418322	-0.360065
0.861091	-0.629145
1.20117	-0.310819
1.35766	0.00882762
1.50813	-0.092663
1.66992	-0.284871
1.6643	-0.326192
1.76429	-0.403905
1.74886	-0.481139
1.73442	-0.595293
1.72684	-0.617376
1.56621	-0.591651
1.6052	-0.486446
1.57048	-0.477297
1.40774	-0.353988
1.30565	-0.312594
1.23102	-0.31376
1.09766	-0.305407
0.95439	-0.298629
0.769552	-0.0201156
0.623728	0.182904
0.241368	0.399614
0.310435	0.448955
0.33073	0.206984
0.40313	0.05179
0.386066	0.133575
0.725488	0.149482
0.906821	0.0958061
0.890657	0.13305
0.870653	-0.0598267
1.01475	-0.294263
1.23133	-0.489644
1.45514	-0.4584
1.77138	-0.30542
1.84795	-0.0411896
2.00048	0.079134
2.01379	0.0584177
1.89132	0.313464
1.08713	0.414779
0.951975	0.275277
0.728468	0.0733721
-0.311961	-0.196995
0.0271868	-0.172526
-0.352851	0.0508198
-0.306287	-0.00637751
0.448526	-0.367132
0.469891	-0.45016
0.762807	-0.546468
0.943164	-0.36413
1.89589	-0.428469
2.11766	-0.411148
1.8852	-0.4486
0.560789	-0.375608
0.857252	-0.443986
1.57796	-0.446012
1.85902	-0.556194
1.85764	-0.408509
1.96545	-0.140334
1.71664	0.0357867
1.31934	0.0273353
1.2392	-0.150108
0.619468	-0.355802
0.151667	-0.240119
0.00458794	0.0467986
-0.452669	0.0479697
-0.867997	0.0638361
-0.960251	-0.241564
-1.42145	0.0699654
-1.04964	-0.370225
-0.702025	-0.476945
-0.658096	-0.66864
-0.0729934	-0.582388
-0.0046235	-0.61079
0.431247	-0.696725
0.630054	-0.774496
0.338015	-0.743389
0.610516	-0.789254
0.612432	-0.641123
0.7353	-0.573394
0.695103	-0.411775
0.594908	-0.187099
0.987545	-0.375235
1.20179	-0.610591
1.14016	-0.730922
1.27347	-0.489459
1.42587	-0.0694286
0.149124	-0.380565
0.680716	-0.376553
1.1276	-0.508319
1.0577	-0.390506
1.13292	-0.487743
1.20861	-0.548436
1.29083	-0.612471
1.27283	-0.597789
1.01649	-0.363527
1.06047	-0.356554
1.45675	-0.322946
1.5366	-0.239116
1.73048	-0.371983
1.8525	-0.275917
1.92123	-0.124763
1.9276	-0.18011
2.04386	-0.0351731
